Preprocessing took 0.00 seconds.
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/vp_init.pt...torch.Size([600, 250])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_amp_y.pt...torch.Size([16, 1, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/obs_data.pt...torch.Size([16, 100, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_loc_y.pt...torch.Size([16, 1, 2])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/rec_loc_y.pt...torch.Size([16, 100, 2])
Preprocess time rank 1: 0.28 seconds.
rank: 1, iter: 1, loss: 1.73e+05, training.loss: 1.73e+05, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.01e+01, rank: 1
rank: 1, iter: 2, loss: 7.55e+04, training.loss: 7.55e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.01e+01, rank: 1
rank: 1, iter: 3, loss: 3.99e+04, training.loss: 3.99e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 4, loss: 1.46e+04, training.loss: 1.46e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 5, loss: 3.09e+03, training.loss: 3.09e+03, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 6, loss: 1.97e+02, training.loss: 1.97e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.06e+01, rank: 1
rank: 1, iter: 7, loss: 1.41e+02, training.loss: 1.41e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.09e+01, rank: 1
rank: 1, iter: 8, loss: 1.20e+02, training.loss: 1.20e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.14e+01, rank: 1
rank: 1, iter: 9, loss: 1.12e+02, training.loss: 1.12e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.13e+01, rank: 1
rank: 1, iter: 10, loss: 1.07e+02, training.loss: 1.07e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.13e+01, rank: 1
rank: 1, iter: 11, loss: 1.02e+02, training.loss: 1.02e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.15e+01, rank: 1
rank: 1, iter: 12, loss: 7.07e+01, training.loss: 7.07e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.14e+01, rank: 1
rank: 1, iter: 13, loss: 5.75e+01, training.loss: 5.75e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 14, loss: 5.13e+01, training.loss: 5.13e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 15, loss: 4.75e+01, training.loss: 4.75e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 16, loss: 4.44e+01, training.loss: 4.44e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 17, loss: 4.16e+01, training.loss: 4.16e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 18, loss: 3.88e+01, training.loss: 3.88e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 19, loss: 3.61e+01, training.loss: 3.61e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 20, loss: 3.38e+01, training.loss: 3.38e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 21, loss: 3.19e+01, training.loss: 3.19e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 22, loss: 3.04e+01, training.loss: 3.04e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 23, loss: 2.91e+01, training.loss: 2.91e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 24, loss: 2.80e+01, training.loss: 2.80e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 25, loss: 2.72e+01, training.loss: 2.72e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 26, loss: 2.65e+01, training.loss: 2.65e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 27, loss: 2.59e+01, training.loss: 2.59e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 28, loss: 2.53e+01, training.loss: 2.53e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 29, loss: 2.48e+01, training.loss: 2.48e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 30, loss: 2.45e+01, training.loss: 2.45e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 31, loss: 2.42e+01, training.loss: 2.42e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 32, loss: 2.39e+01, training.loss: 2.39e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 33, loss: 2.36e+01, training.loss: 2.36e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 34, loss: 2.33e+01, training.loss: 2.33e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 35, loss: 2.30e+01, training.loss: 2.30e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 36, loss: 2.28e+01, training.loss: 2.28e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 37, loss: 2.25e+01, training.loss: 2.25e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 38, loss: 2.23e+01, training.loss: 2.23e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 39, loss: 2.21e+01, training.loss: 2.21e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 40, loss: 2.20e+01, training.loss: 2.20e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 41, loss: 2.18e+01, training.loss: 2.18e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 42, loss: 2.16e+01, training.loss: 2.16e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 43, loss: 2.14e+01, training.loss: 2.14e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 44, loss: 2.12e+01, training.loss: 2.12e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 45, loss: 2.11e+01, training.loss: 2.11e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 46, loss: 2.09e+01, training.loss: 2.09e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 47, loss: 2.08e+01, training.loss: 2.08e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 48, loss: 2.06e+01, training.loss: 2.06e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 49, loss: 2.04e+01, training.loss: 2.04e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 50, loss: 2.03e+01, training.loss: 2.03e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
rank: 1, iter: 51, loss: 2.02e+01, training.loss: 2.02e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.18e+01, rank: 1
