Preprocessing took 0.00 seconds.
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/vp_init.pt...torch.Size([600, 250])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_amp_y.pt...torch.Size([16, 1, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/obs_data.pt...torch.Size([16, 100, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_loc_y.pt...torch.Size([16, 1, 2])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/rec_loc_y.pt...torch.Size([16, 100, 2])
Preprocess time rank 1: 0.31 seconds.
rank: 1, iter: 1, loss: 3.54e+04, training.loss: 3.54e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.01e+01, rank: 1
rank: 1, iter: 2, loss: 1.61e+04, training.loss: 1.61e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.00e+01, rank: 1
rank: 1, iter: 3, loss: 8.96e+03, training.loss: 8.96e+03, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 4, loss: 3.18e+03, training.loss: 3.18e+03, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 5, loss: 8.94e+02, training.loss: 8.94e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 6, loss: 1.96e+02, training.loss: 1.96e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.05e+01, rank: 1
rank: 1, iter: 7, loss: 1.96e+02, training.loss: 1.96e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.05e+01, rank: 1
rank: 1, iter: 8, loss: 1.95e+02, training.loss: 1.95e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.05e+01, rank: 1
rank: 1, iter: 9, loss: 2.18e+02, training.loss: 2.18e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.30e+01, rank: 1
rank: 1, iter: 10, loss: 1.93e+02, training.loss: 1.93e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.36e+01, rank: 1
rank: 1, iter: 11, loss: 1.87e+02, training.loss: 1.87e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.37e+01, rank: 1
rank: 1, iter: 12, loss: 1.83e+02, training.loss: 1.83e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.38e+01, rank: 1
rank: 1, iter: 13, loss: 1.81e+02, training.loss: 1.81e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.40e+01, rank: 1
rank: 1, iter: 14, loss: 1.79e+02, training.loss: 1.79e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.41e+01, rank: 1
rank: 1, iter: 15, loss: 1.77e+02, training.loss: 1.77e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.42e+01, rank: 1
rank: 1, iter: 16, loss: 1.76e+02, training.loss: 1.76e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.43e+01, rank: 1
rank: 1, iter: 17, loss: 1.73e+02, training.loss: 1.73e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.44e+01, rank: 1
rank: 1, iter: 18, loss: 1.71e+02, training.loss: 1.71e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.46e+01, rank: 1
rank: 1, iter: 19, loss: 1.70e+02, training.loss: 1.70e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.47e+01, rank: 1
rank: 1, iter: 20, loss: 1.68e+02, training.loss: 1.68e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.48e+01, rank: 1
rank: 1, iter: 21, loss: 1.67e+02, training.loss: 1.67e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.50e+01, rank: 1
rank: 1, iter: 22, loss: 1.65e+02, training.loss: 1.65e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.51e+01, rank: 1
rank: 1, iter: 23, loss: 1.64e+02, training.loss: 1.64e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.53e+01, rank: 1
rank: 1, iter: 24, loss: 1.63e+02, training.loss: 1.63e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.55e+01, rank: 1
rank: 1, iter: 25, loss: 1.62e+02, training.loss: 1.62e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.57e+01, rank: 1
rank: 1, iter: 26, loss: 1.60e+02, training.loss: 1.60e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.58e+01, rank: 1
rank: 1, iter: 27, loss: 1.59e+02, training.loss: 1.59e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.59e+01, rank: 1
rank: 1, iter: 28, loss: 1.58e+02, training.loss: 1.58e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.59e+01, rank: 1
rank: 1, iter: 29, loss: 1.57e+02, training.loss: 1.57e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.60e+01, rank: 1
rank: 1, iter: 30, loss: 1.57e+02, training.loss: 1.57e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.60e+01, rank: 1
rank: 1, iter: 31, loss: 1.56e+02, training.loss: 1.56e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.61e+01, rank: 1
rank: 1, iter: 32, loss: 1.55e+02, training.loss: 1.55e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.61e+01, rank: 1
rank: 1, iter: 33, loss: 1.54e+02, training.loss: 1.54e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.62e+01, rank: 1
rank: 1, iter: 34, loss: 1.53e+02, training.loss: 1.53e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.62e+01, rank: 1
rank: 1, iter: 35, loss: 1.53e+02, training.loss: 1.53e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.63e+01, rank: 1
rank: 1, iter: 36, loss: 1.52e+02, training.loss: 1.52e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.63e+01, rank: 1
rank: 1, iter: 37, loss: 1.52e+02, training.loss: 1.52e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.64e+01, rank: 1
rank: 1, iter: 38, loss: 1.51e+02, training.loss: 1.51e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.65e+01, rank: 1
rank: 1, iter: 39, loss: 1.50e+02, training.loss: 1.50e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.65e+01, rank: 1
rank: 1, iter: 40, loss: 1.50e+02, training.loss: 1.50e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.66e+01, rank: 1
rank: 1, iter: 41, loss: 1.49e+02, training.loss: 1.49e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.66e+01, rank: 1
rank: 1, iter: 42, loss: 1.49e+02, training.loss: 1.49e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.66e+01, rank: 1
rank: 1, iter: 43, loss: 1.48e+02, training.loss: 1.48e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.66e+01, rank: 1
rank: 1, iter: 44, loss: 1.48e+02, training.loss: 1.48e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.66e+01, rank: 1
rank: 1, iter: 45, loss: 1.47e+02, training.loss: 1.47e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.66e+01, rank: 1
rank: 1, iter: 46, loss: 1.47e+02, training.loss: 1.47e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.67e+01, rank: 1
rank: 1, iter: 47, loss: 1.47e+02, training.loss: 1.47e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.67e+01, rank: 1
rank: 1, iter: 48, loss: 1.46e+02, training.loss: 1.46e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.67e+01, rank: 1
rank: 1, iter: 49, loss: 1.46e+02, training.loss: 1.46e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.67e+01, rank: 1
rank: 1, iter: 50, loss: 1.46e+02, training.loss: 1.46e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 51, loss: 1.45e+02, training.loss: 1.45e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 52, loss: 1.45e+02, training.loss: 1.45e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 53, loss: 1.45e+02, training.loss: 1.45e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 54, loss: 1.45e+02, training.loss: 1.45e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 55, loss: 1.44e+02, training.loss: 1.44e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 56, loss: 1.44e+02, training.loss: 1.44e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 57, loss: 1.44e+02, training.loss: 1.44e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 58, loss: 1.43e+02, training.loss: 1.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.69e+01, rank: 1
rank: 1, iter: 59, loss: 1.43e+02, training.loss: 1.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.69e+01, rank: 1
rank: 1, iter: 60, loss: 1.43e+02, training.loss: 1.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.69e+01, rank: 1
rank: 1, iter: 61, loss: 1.43e+02, training.loss: 1.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.69e+01, rank: 1
rank: 1, iter: 62, loss: 1.43e+02, training.loss: 1.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.69e+01, rank: 1
rank: 1, iter: 63, loss: 1.42e+02, training.loss: 1.42e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.69e+01, rank: 1
rank: 1, iter: 64, loss: 1.42e+02, training.loss: 1.42e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.69e+01, rank: 1
