Preprocessing took 0.00 seconds.
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/vp_init.pt...torch.Size([600, 250])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_amp_y.pt...torch.Size([16, 1, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/obs_data.pt...torch.Size([16, 100, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_loc_y.pt...torch.Size([16, 1, 2])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/rec_loc_y.pt...torch.Size([16, 100, 2])
Preprocess time rank 1: 0.28 seconds.
rank: 1, iter: 1, loss: 1.40e+05, training.loss: 1.40e+05, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.01e+01, rank: 1
rank: 1, iter: 2, loss: 6.11e+04, training.loss: 6.11e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.01e+01, rank: 1
rank: 1, iter: 3, loss: 3.23e+04, training.loss: 3.23e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 4, loss: 1.14e+04, training.loss: 1.14e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 5, loss: 2.51e+03, training.loss: 2.51e+03, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 6, loss: 1.97e+02, training.loss: 1.97e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.06e+01, rank: 1
rank: 1, iter: 7, loss: 5.28e+01, training.loss: 5.28e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.17e+01, rank: 1
rank: 1, iter: 8, loss: 4.77e+01, training.loss: 4.77e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.19e+01, rank: 1
rank: 1, iter: 9, loss: 1.91e+02, training.loss: 1.91e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.78e+01, rank: 1
rank: 1, iter: 10, loss: 2.22e+02, training.loss: 2.22e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.42e+01, rank: 1
rank: 1, iter: 11, loss: 1.69e+02, training.loss: 1.69e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.80e+01, rank: 1
rank: 1, iter: 12, loss: 1.42e+02, training.loss: 1.42e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.93e+01, rank: 1
rank: 1, iter: 13, loss: 1.25e+02, training.loss: 1.25e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.02e+01, rank: 1
rank: 1, iter: 14, loss: 1.14e+02, training.loss: 1.14e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 15, loss: 1.04e+02, training.loss: 1.04e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.06e+01, rank: 1
rank: 1, iter: 16, loss: 9.76e+01, training.loss: 9.76e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.06e+01, rank: 1
rank: 1, iter: 17, loss: 9.23e+01, training.loss: 9.23e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.08e+01, rank: 1
rank: 1, iter: 18, loss: 8.78e+01, training.loss: 8.78e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.10e+01, rank: 1
rank: 1, iter: 19, loss: 8.41e+01, training.loss: 8.41e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.11e+01, rank: 1
rank: 1, iter: 20, loss: 8.13e+01, training.loss: 8.13e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.12e+01, rank: 1
rank: 1, iter: 21, loss: 7.88e+01, training.loss: 7.88e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.12e+01, rank: 1
rank: 1, iter: 22, loss: 7.67e+01, training.loss: 7.67e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.13e+01, rank: 1
rank: 1, iter: 23, loss: 7.47e+01, training.loss: 7.47e+01, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.14e+01, rank: 1
