Preprocessing took 0.00 seconds.
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/vp_init.pt...torch.Size([600, 250])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_amp_y.pt...torch.Size([16, 1, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/obs_data.pt...torch.Size([16, 100, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_loc_y.pt...torch.Size([16, 1, 2])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/rec_loc_y.pt...torch.Size([16, 100, 2])
Preprocess time rank 0: 0.32 seconds.
rank: 0, iter: 1, loss: 5.58e+05, training.loss: 5.58e+05, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 4.02e+01, rank: 0
rank: 0, iter: 2, loss: 2.43e+05, training.loss: 2.43e+05, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 4.01e+01, rank: 0
rank: 0, iter: 3, loss: 1.25e+05, training.loss: 1.25e+05, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 4.05e+01, rank: 0
rank: 0, iter: 4, loss: 4.43e+04, training.loss: 4.43e+04, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 4.05e+01, rank: 0
rank: 0, iter: 5, loss: 9.12e+03, training.loss: 9.12e+03, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 4.04e+01, rank: 0
rank: 0, iter: 6, loss: 1.75e+02, training.loss: 1.75e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 4.07e+01, rank: 0
rank: 0, iter: 7, loss: 2.31e+02, training.loss: 2.31e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.01e+01, rank: 0
rank: 0, iter: 8, loss: 1.81e+02, training.loss: 1.81e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.43e+01, rank: 0
rank: 0, iter: 9, loss: 1.92e+02, training.loss: 1.92e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.63e+01, rank: 0
rank: 0, iter: 10, loss: 2.76e+02, training.loss: 2.76e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.34e+01, rank: 0
rank: 0, iter: 11, loss: 2.81e+02, training.loss: 2.81e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.28e+01, rank: 0
rank: 0, iter: 12, loss: 2.67e+02, training.loss: 2.67e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.26e+01, rank: 0
rank: 0, iter: 13, loss: 2.61e+02, training.loss: 2.61e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.27e+01, rank: 0
rank: 0, iter: 14, loss: 2.58e+02, training.loss: 2.58e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.26e+01, rank: 0
rank: 0, iter: 15, loss: 2.42e+02, training.loss: 2.42e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.61e+01, rank: 0
rank: 0, iter: 16, loss: 2.39e+02, training.loss: 2.39e+02, lr: 1.000e+00, obs_data.norm: 4.05e+01, out.norm: 3.61e+01, rank: 0
