Preprocessing took 0.00 seconds.
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/vp_init.pt...torch.Size([600, 250])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_amp_y.pt...torch.Size([16, 1, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/obs_data.pt...torch.Size([16, 100, 300])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/src_loc_y.pt...torch.Size([16, 1, 2])
   Loading /home/tyler/anaconda3/envs/dw/data/marmousi/deepwave_example/shots16/rec_loc_y.pt...torch.Size([16, 100, 2])
Preprocess time rank 1: 0.32 seconds.
rank: 1, iter: 1, loss: 2.79e+05, training.loss: 2.79e+05, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.01e+01, rank: 1
rank: 1, iter: 2, loss: 1.22e+05, training.loss: 1.22e+05, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.01e+01, rank: 1
rank: 1, iter: 3, loss: 6.25e+04, training.loss: 6.25e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 4, loss: 2.23e+04, training.loss: 2.23e+04, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 5, loss: 4.97e+03, training.loss: 4.97e+03, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.04e+01, rank: 1
rank: 1, iter: 6, loss: 1.97e+02, training.loss: 1.97e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.06e+01, rank: 1
rank: 1, iter: 7, loss: 3.09e+02, training.loss: 3.09e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 2.75e+01, rank: 1
rank: 1, iter: 8, loss: 2.95e+02, training.loss: 2.95e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 2.78e+01, rank: 1
rank: 1, iter: 9, loss: 2.90e+02, training.loss: 2.90e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 2.80e+01, rank: 1
rank: 1, iter: 10, loss: 2.89e+02, training.loss: 2.89e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 2.79e+01, rank: 1
rank: 1, iter: 11, loss: 3.39e+02, training.loss: 3.39e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.68e+01, rank: 1
rank: 1, iter: 12, loss: 2.95e+02, training.loss: 2.95e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.27e+01, rank: 1
rank: 1, iter: 13, loss: 2.80e+02, training.loss: 2.80e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.24e+01, rank: 1
rank: 1, iter: 14, loss: 3.52e+02, training.loss: 3.52e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.53e+01, rank: 1
rank: 1, iter: 15, loss: 3.49e+02, training.loss: 3.49e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.50e+01, rank: 1
rank: 1, iter: 16, loss: 3.46e+02, training.loss: 3.46e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.47e+01, rank: 1
rank: 1, iter: 17, loss: 3.46e+02, training.loss: 3.46e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.47e+01, rank: 1
rank: 1, iter: 18, loss: 3.46e+02, training.loss: 3.46e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 4.47e+01, rank: 1
rank: 1, iter: 19, loss: 3.43e+02, training.loss: 3.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.45e+01, rank: 1
rank: 1, iter: 20, loss: 3.43e+02, training.loss: 3.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.45e+01, rank: 1
rank: 1, iter: 21, loss: 3.43e+02, training.loss: 3.43e+02, lr: 1.000e+00, obs_data.norm: 4.18e+01, out.norm: 3.45e+01, rank: 1
